"Year","ODS_Code","Age","Item","Term","Numerator","Denominator","Proportion","Benchmark","ODS_Name","Postcode","longitude","latitude","PCN_Code","PCN_Name","Yet_to_receive"
"2020/21","H82053","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",62,68,0.911764705882353,"Medium (90-95%)","Furnace Green Surgery","RH10 6JN",-0.172546,51.107082,"U14816","Healthy Crawley PCN","  6"
"2020/21","H82053","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",63,68,0.926470588235294,"Medium (90-95%)","Furnace Green Surgery","RH10 6JN",-0.172546,51.107082,"U14816","Healthy Crawley PCN","  5"
"2020/21","H82053","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",64,68,0.941176470588235,"Medium (90-95%)","Furnace Green Surgery","RH10 6JN",-0.172546,51.107082,"U14816","Healthy Crawley PCN","  4"
"2020/21","H82053","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",64,68,0.941176470588235,"Medium (90-95%)","Furnace Green Surgery","RH10 6JN",-0.172546,51.107082,"U14816","Healthy Crawley PCN","  4"
"2020/21","H82053","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",65,68,0.955882352941177,"High (95%+)","Furnace Green Surgery","RH10 6JN",-0.172546,51.107082,"U14816","Healthy Crawley PCN","  3"
"2020/21","H82053","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",62,68,0.911764705882353,"Medium (90-95%)","Furnace Green Surgery","RH10 6JN",-0.172546,51.107082,"U14816","Healthy Crawley PCN","  6"
"2020/21","H82053","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",64,68,0.941176470588235,"Medium (90-95%)","Furnace Green Surgery","RH10 6JN",-0.172546,51.107082,"U14816","Healthy Crawley PCN","  4"
"2020/21","H82053","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",65,68,0.955882352941177,"High (95%+)","Furnace Green Surgery","RH10 6JN",-0.172546,51.107082,"U14816","Healthy Crawley PCN","  3"
"2020/21","H82053","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",65,68,0.955882352941177,"High (95%+)","Furnace Green Surgery","RH10 6JN",-0.172546,51.107082,"U14816","Healthy Crawley PCN","  3"
"2020/21","H82055","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",150,155,0.967741935483871,"High (95%+)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN","  5"
"2020/21","H82055","12 months","MenB","Meningococcal group B disease vaccine",150,155,0.967741935483871,"High (95%+)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN","  5"
"2020/21","H82055","12 months","PCV1","Pneumococcal conjulate vaccine (first dose by 12 weeks)",151,155,0.974193548387097,"High (95%+)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN","  4"
"2020/21","H82055","12 months","PCV2","PCV vaccine (pneumococcal disease; second dose - scheduling has since changed)",121,155,0.780645161290323,"Low (<90%)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN"," 34"
"2020/21","H82055","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",147,155,0.948387096774194,"Medium (90-95%)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN","  8"
"2020/21","H82055","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",140,149,0.939597315436242,"Medium (90-95%)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN","  9"
"2020/21","H82055","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",137,149,0.919463087248322,"Medium (90-95%)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN"," 12"
"2020/21","H82055","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",137,149,0.919463087248322,"Medium (90-95%)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN"," 12"
"2020/21","H82055","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",137,149,0.919463087248322,"Medium (90-95%)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN"," 12"
"2020/21","H82055","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",137,149,0.919463087248322,"Medium (90-95%)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN"," 12"
"2020/21","H82055","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",131,140,0.935714285714286,"Medium (90-95%)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN","  9"
"2020/21","H82055","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",127,140,0.907142857142857,"Medium (90-95%)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN"," 13"
"2020/21","H82055","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",121,140,0.864285714285714,"Low (<90%)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN"," 19"
"2020/21","H82055","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",130,140,0.928571428571429,"Medium (90-95%)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN"," 10"
"2020/21","H82055","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",121,140,0.864285714285714,"Low (<90%)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN"," 19"
"2020/21","H82056","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",135,141,0.957446808510638,"High (95%+)","Newtons Practice","RH16 3BB",-0.103899,51.000679,"U04725","Haywards Heath Central PCN","  6"
"2020/21","H82056","12 months","MenB","Meningococcal group B disease vaccine",135,141,0.957446808510638,"High (95%+)","Newtons Practice","RH16 3BB",-0.103899,51.000679,"U04725","Haywards Heath Central PCN","  6"
"2020/21","H82056","12 months","PCV1","Pneumococcal conjulate vaccine (first dose by 12 weeks)",139,141,0.985815602836879,"High (95%+)","Newtons Practice","RH16 3BB",-0.103899,51.000679,"U04725","Haywards Heath Central PCN","  2"
"2020/21","H82056","12 months","PCV2","PCV vaccine (pneumococcal disease; second dose - scheduling has since changed)",102,141,0.723404255319149,"Low (<90%)","Newtons Practice","RH16 3BB",-0.103899,51.000679,"U04725","Haywards Heath Central PCN"," 39"
"2020/21","H82056","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",124,141,0.879432624113475,"Low (<90%)","Newtons Practice","RH16 3BB",-0.103899,51.000679,"U04725","Haywards Heath Central PCN"," 17"
"2020/21","H82056","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",132,135,0.977777777777778,"High (95%+)","Newtons Practice","RH16 3BB",-0.103899,51.000679,"U04725","Haywards Heath Central PCN","  3"
"2020/21","H82056","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",131,135,0.97037037037037,"High (95%+)","Newtons Practice","RH16 3BB",-0.103899,51.000679,"U04725","Haywards Heath Central PCN","  4"
"2020/21","H82056","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",131,135,0.97037037037037,"High (95%+)","Newtons Practice","RH16 3BB",-0.103899,51.000679,"U04725","Haywards Heath Central PCN","  4"
"2020/21","H82056","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",131,135,0.97037037037037,"High (95%+)","Newtons Practice","RH16 3BB",-0.103899,51.000679,"U04725","Haywards Heath Central PCN","  4"
"2020/21","H82056","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",130,135,0.962962962962963,"High (95%+)","Newtons Practice","RH16 3BB",-0.103899,51.000679,"U04725","Haywards Heath Central PCN","  5"
"2020/21","H82056","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",148,158,0.936708860759494,"Medium (90-95%)","Newtons Practice","RH16 3BB",-0.103899,51.000679,"U04725","Haywards Heath Central PCN"," 10"
"2020/21","H82056","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",146,158,0.924050632911392,"Medium (90-95%)","Newtons Practice","RH16 3BB",-0.103899,51.000679,"U04725","Haywards Heath Central PCN"," 12"
"2020/21","H82056","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",143,158,0.905063291139241,"Medium (90-95%)","Newtons Practice","RH16 3BB",-0.103899,51.000679,"U04725","Haywards Heath Central PCN"," 15"
"2020/21","H82056","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",150,158,0.949367088607595,"Medium (90-95%)","Newtons Practice","RH16 3BB",-0.103899,51.000679,"U04725","Haywards Heath Central PCN","  8"
"2020/21","H82056","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",147,158,0.930379746835443,"Medium (90-95%)","Newtons Practice","RH16 3BB",-0.103899,51.000679,"U04725","Haywards Heath Central PCN"," 11"
"2020/21","H82057","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",171,178,0.960674157303371,"High (95%+)","Mid Sussex Health Care","BN6 9UQ",-0.175279,50.933719,"U06871","Burgess Hill & Villages PCN","  7"
"2020/21","H82057","12 months","MenB","Meningococcal group B disease vaccine",168,178,0.943820224719101,"Medium (90-95%)","Mid Sussex Health Care","BN6 9UQ",-0.175279,50.933719,"U06871","Burgess Hill & Villages PCN"," 10"
"2020/21","H82057","12 months","PCV1","Pneumococcal conjulate vaccine (first dose by 12 weeks)",177,178,0.99438202247191,"High (95%+)","Mid Sussex Health Care","BN6 9UQ",-0.175279,50.933719,"U06871","Burgess Hill & Villages PCN","  1"
"2020/21","H82057","12 months","PCV2","PCV vaccine (pneumococcal disease; second dose - scheduling has since changed)",129,178,0.724719101123596,"Low (<90%)","Mid Sussex Health Care","BN6 9UQ",-0.175279,50.933719,"U06871","Burgess Hill & Villages PCN"," 49"
"2020/21","H82057","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",169,178,0.949438202247191,"Medium (90-95%)","Mid Sussex Health Care","BN6 9UQ",-0.175279,50.933719,"U06871","Burgess Hill & Villages PCN","  9"
"2020/21","H82057","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",188,192,0.979166666666667,"High (95%+)","Mid Sussex Health Care","BN6 9UQ",-0.175279,50.933719,"U06871","Burgess Hill & Villages PCN","  4"
"2020/21","H82057","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",178,192,0.927083333333333,"Medium (90-95%)","Mid Sussex Health Care","BN6 9UQ",-0.175279,50.933719,"U06871","Burgess Hill & Villages PCN"," 14"
"2020/21","H82057","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",180,192,0.9375,"Medium (90-95%)","Mid Sussex Health Care","BN6 9UQ",-0.175279,50.933719,"U06871","Burgess Hill & Villages PCN"," 12"
"2020/21","H82057","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",177,192,0.921875,"Medium (90-95%)","Mid Sussex Health Care","BN6 9UQ",-0.175279,50.933719,"U06871","Burgess Hill & Villages PCN"," 15"
"2020/21","H82057","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",179,192,0.932291666666667,"Medium (90-95%)","Mid Sussex Health Care","BN6 9UQ",-0.175279,50.933719,"U06871","Burgess Hill & Villages PCN"," 13"
"2020/21","H82057","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",204,208,0.980769230769231,"High (95%+)","Mid Sussex Health Care","BN6 9UQ",-0.175279,50.933719,"U06871","Burgess Hill & Villages PCN","  4"
"2020/21","H82057","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",202,208,0.971153846153846,"High (95%+)","Mid Sussex Health Care","BN6 9UQ",-0.175279,50.933719,"U06871","Burgess Hill & Villages PCN","  6"
"2020/21","H82057","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",194,208,0.932692307692308,"Medium (90-95%)","Mid Sussex Health Care","BN6 9UQ",-0.175279,50.933719,"U06871","Burgess Hill & Villages PCN"," 14"
"2020/21","H82057","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",203,208,0.975961538461538,"High (95%+)","Mid Sussex Health Care","BN6 9UQ",-0.175279,50.933719,"U06871","Burgess Hill & Villages PCN","  5"
"2020/21","H82057","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",199,208,0.956730769230769,"High (95%+)","Mid Sussex Health Care","BN6 9UQ",-0.175279,50.933719,"U06871","Burgess Hill & Villages PCN","  9"
"2020/21","H82058","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",130,140,0.928571428571429,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN"," 10"
"2020/21","H82058","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",130,140,0.928571428571429,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN"," 10"
"2020/21","H82058","12 months","MenB","Meningococcal group B disease vaccine",131,140,0.935714285714286,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN","  9"
"2020/21","H82058","12 months","MenB","Meningococcal group B disease vaccine",131,140,0.935714285714286,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN","  9"
"2020/21","H82058","12 months","PCV1","Pneumococcal conjulate vaccine (first dose by 12 weeks)",133,140,0.95,"High (95%+)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN","  7"
"2020/21","H82058","12 months","PCV1","Pneumococcal conjulate vaccine (first dose by 12 weeks)",133,140,0.95,"High (95%+)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN","  7"
"2020/21","H82058","12 months","PCV2","PCV vaccine (pneumococcal disease; second dose - scheduling has since changed)",100,140,0.714285714285714,"Low (<90%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN"," 40"
"2020/21","H82058","12 months","PCV2","PCV vaccine (pneumococcal disease; second dose - scheduling has since changed)",100,140,0.714285714285714,"Low (<90%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN"," 40"
"2020/21","H82058","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",131,140,0.935714285714286,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN","  9"
"2020/21","H82058","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",131,140,0.935714285714286,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN","  9"
"2020/21","H82058","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",150,160,0.9375,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN"," 10"
"2020/21","H82058","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",150,160,0.9375,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN"," 10"
"2020/21","H82058","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",144,160,0.9,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN"," 16"
"2020/21","H82058","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",144,160,0.9,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN"," 16"
"2020/21","H82058","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",147,160,0.91875,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN"," 13"
"2020/21","H82058","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",147,160,0.91875,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN"," 13"
"2020/21","H82058","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",147,160,0.91875,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN"," 13"
"2020/21","H82058","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",147,160,0.91875,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN"," 13"
"2020/21","H82058","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",145,160,0.90625,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN"," 15"
"2020/21","H82058","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",145,160,0.90625,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN"," 15"
"2020/21","H82058","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",179,185,0.967567567567568,"High (95%+)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN","  6"
"2020/21","H82058","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",179,185,0.967567567567568,"High (95%+)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN","  6"
"2020/21","H82058","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",176,185,0.951351351351351,"High (95%+)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN","  9"
"2020/21","H82058","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",176,185,0.951351351351351,"High (95%+)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN","  9"
"2020/21","H82058","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",172,185,0.92972972972973,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN"," 13"
"2020/21","H82058","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",172,185,0.92972972972973,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN"," 13"
"2020/21","H82058","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",178,185,0.962162162162162,"High (95%+)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN","  7"
"2020/21","H82058","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",178,185,0.962162162162162,"High (95%+)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN","  7"
"2020/21","H82058","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",172,185,0.92972972972973,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN"," 13"
"2020/21","H82058","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",172,185,0.92972972972973,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN"," 13"
"2020/21","H82059","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",71,72,0.986111111111111,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  1"
"2020/21","H82059","12 months","MenB","Meningococcal group B disease vaccine",72,72,1,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  0"
"2020/21","H82059","12 months","PCV1","Pneumococcal conjulate vaccine (first dose by 12 weeks)",72,72,1,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  0"
"2020/21","H82059","12 months","PCV2","PCV vaccine (pneumococcal disease; second dose - scheduling has since changed)",52,72,0.722222222222222,"Low (<90%)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN"," 20"
"2020/21","H82059","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",69,72,0.958333333333333,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  3"
"2020/21","H82059","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",96,97,0.989690721649485,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  1"
"2020/21","H82059","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",94,97,0.969072164948454,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  3"
"2020/21","H82059","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",94,97,0.969072164948454,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  3"
"2020/21","H82059","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",94,97,0.969072164948454,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  3"
"2020/21","H82059","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",94,97,0.969072164948454,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  3"
"2020/21","H82059","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",94,97,0.969072164948454,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  3"
"2020/21","H82059","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",93,97,0.958762886597938,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  4"
"2020/21","H82059","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",93,97,0.958762886597938,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  4"
"2020/21","H82059","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",95,97,0.979381443298969,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  2"
"2020/21","H82059","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",94,97,0.969072164948454,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  3"
"2020/21","H82060","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",89,92,0.967391304347826,"High (95%+)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  3"
