"Age","Item","Year","PCN_Code","PCN_Name","Practices_w_denominator","Numerator","Denominator","Practices","Same","Proportion"
"24 months","MenB Booster","2020/21","U14816","Healthy Crawley PCN",4,467,520,4,"All practices",0.898076923076923
"24 months","MenB Booster","2020/21","U21339","Arun Integrated Care (AIC) PCN",5,567,594,5,"All practices",0.954545454545455
"24 months","MenB Booster","2020/21","U24558","Chichester Alliance of Medical Practices PCN",8,744,799,8,"All practices",0.93116395494368
"24 months","MenB Booster","2020/21","U26939","Horsham Central PCN",4,530,542,4,"All practices",0.977859778597786
"24 months","MenB Booster","2020/21","U33451","South Crawley PCN",4,519,555,4,"All practices",0.935135135135135
"24 months","MenB Booster","2020/21","U33593","Rural North Chichester PCN",4,260,277,4,"All practices",0.938628158844765
"24 months","MenB Booster","2020/21","U37037","Shoreham and Southwick PCN",3,356,380,3,"All practices",0.936842105263158
"24 months","MenB Booster","2020/21","U49536","Coastal and South Downs PCN",2,240,259,3,"This PCN does not include all practices",
"24 months","MenB Booster","2020/21","U52694","Crawley Care Collaborative PCN",4,549,586,4,"All practices",0.936860068259386
"24 months","MenB Booster","2020/21","U57981","Chanctonbury PCN",4,396,426,4,"All practices",0.929577464788732
"24 months","MenB Booster","2020/21","U60757","Bognor Coastal Alliance PCN",3,268,290,3,"All practices",0.924137931034483
"24 months","MenB Booster","2020/21","U80779","East Grinstead PCN",4,383,402,4,"All practices",0.95273631840796
"24 months","MenB Booster","2020/21","U87478","Lancing and Sompting PCN",3,283,294,3,"All practices",0.962585034013606
"24 months","MenB Booster","2020/21","U96386","Horsham Collaborative PCN",4,339,357,4,"All practices",0.949579831932773
"24 months","MenB Booster","2021/22","U01092","Cissbury Integrated Care PCN",4,411,438,4,"All practices",0.938356164383562
"24 months","MenB Booster","2021/22","U03364","Haywards Heath Villages PCN",4,453,472,4,"All practices",0.959745762711864
"24 months","MenB Booster","2021/22","U04725","Haywards Heath Central PCN",3,340,355,3,"All practices",0.957746478873239
"24 months","MenB Booster","2021/22","U04748","Angmering Coppice Fitzalan (ACF) PCN",2,257,276,2,"All practices",0.931159420289855
"24 months","MenB Booster","2021/22","U06871","Burgess Hill & Villages PCN",4,484,507,5,"This PCN does not include all practices",
"24 months","MenB Booster","2021/22","U08235","Regis Healthcare PCN",9,717,786,9,"All practices",0.912213740458015
"24 months","MenB Booster","2021/22","U13952","Central Worthing Practices PCN",3,390,423,3,"All practices",0.921985815602837
"24 months","MenB Booster","2021/22","U14816","Healthy Crawley PCN",4,495,598,4,"All practices",0.827759197324415
"24 months","MenB Booster","2021/22","U21339","Arun Integrated Care (AIC) PCN",5,528,558,5,"All practices",0.946236559139785
"24 months","MenB Booster","2021/22","U24558","Chichester Alliance of Medical Practices PCN",8,706,762,8,"All practices",0.926509186351706
"24 months","MenB Booster","2021/22","U26939","Horsham Central PCN",4,483,496,4,"All practices",0.973790322580645
"24 months","MenB Booster","2021/22","U33451","South Crawley PCN",4,505,568,4,"All practices",0.889084507042254
"24 months","MenB Booster","2021/22","U33593","Rural North Chichester PCN",4,308,325,4,"All practices",0.947692307692308
"24 months","MenB Booster","2021/22","U37037","Shoreham and Southwick PCN",3,326,352,3,"All practices",0.926136363636364
"24 months","MenB Booster","2021/22","U49536","Coastal and South Downs PCN",2,235,248,3,"This PCN does not include all practices",
"24 months","MenB Booster","2021/22","U52694","Crawley Care Collaborative PCN",4,515,575,4,"All practices",0.895652173913044
"24 months","MenB Booster","2021/22","U57981","Chanctonbury PCN",4,402,420,4,"All practices",0.957142857142857
"24 months","MenB Booster","2021/22","U60757","Bognor Coastal Alliance PCN",3,239,258,3,"All practices",0.926356589147287
"24 months","MenB Booster","2021/22","U80779","East Grinstead PCN",2,379,411,4,"This PCN does not include all practices",
"24 months","MenB Booster","2021/22","U87478","Lancing and Sompting PCN",3,245,252,3,"All practices",0.972222222222222
"24 months","MenB Booster","2021/22","U96386","Horsham Collaborative PCN",4,352,370,4,"All practices",0.951351351351351
"24 months","PCV Booster","2019/20","U01092","Cissbury Integrated Care PCN",4,444,476,4,"All practices",0.932773109243698
"24 months","PCV Booster","2019/20","U03364","Haywards Heath Villages PCN",4,478,493,4,"All practices",0.969574036511156
"24 months","PCV Booster","2019/20","U04725","Haywards Heath Central PCN",3,374,383,3,"All practices",0.976501305483029
"24 months","PCV Booster","2019/20","U04748","Angmering Coppice Fitzalan (ACF) PCN",2,270,289,2,"All practices",0.934256055363321
"24 months","PCV Booster","2019/20","U06871","Burgess Hill & Villages PCN",5,511,542,5,"All practices",0.942804428044281
"24 months","PCV Booster","2019/20","U08235","Regis Healthcare PCN",9,798,856,9,"All practices",0.932242990654206
"24 months","PCV Booster","2019/20","U13952","Central Worthing Practices PCN",3,428,440,3,"All practices",0.972727272727273
"24 months","PCV Booster","2019/20","U14816","Healthy Crawley PCN",4,511,537,4,"All practices",0.951582867783985
"24 months","PCV Booster","2019/20","U21339","Arun Integrated Care (AIC) PCN",5,564,597,5,"All practices",0.944723618090452
"24 months","PCV Booster","2019/20","U24558","Chichester Alliance of Medical Practices PCN",8,749,783,8,"All practices",0.956577266922095
"24 months","PCV Booster","2019/20","U26939","Horsham Central PCN",4,535,553,4,"All practices",0.96745027124774
"24 months","PCV Booster","2019/20","U33451","South Crawley PCN",4,505,549,4,"All practices",0.919854280510018
"24 months","PCV Booster","2019/20","U33593","Rural North Chichester PCN",4,278,302,4,"All practices",0.920529801324503
"24 months","PCV Booster","2019/20","U37037","Shoreham and Southwick PCN",3,355,384,3,"All practices",0.924479166666667
"24 months","PCV Booster","2019/20","U49536","Coastal and South Downs PCN",3,226,235,3,"All practices",0.961702127659575
"24 months","PCV Booster","2019/20","U52694","Crawley Care Collaborative PCN",4,532,559,4,"All practices",0.95169946332737
"24 months","PCV Booster","2019/20","U57981","Chanctonbury PCN",4,410,433,4,"All practices",0.946882217090069
"24 months","PCV Booster","2019/20","U60757","Bognor Coastal Alliance PCN",3,266,288,3,"All practices",0.923611111111111
"24 months","PCV Booster","2019/20","U80779","East Grinstead PCN",4,353,382,4,"All practices",0.924083769633508
"24 months","PCV Booster","2019/20","U87478","Lancing and Sompting PCN",3,273,279,3,"All practices",0.978494623655914
"24 months","PCV Booster","2019/20","U96386","Horsham Collaborative PCN",4,293,313,4,"All practices",0.936102236421725
"24 months","PCV Booster","2020/21","U01092","Cissbury Integrated Care PCN",4,430,447,4,"All practices",0.961968680089485
"24 months","PCV Booster","2020/21","U03364","Haywards Heath Villages PCN",4,475,492,4,"All practices",0.965447154471545
"24 months","PCV Booster","2020/21","U04725","Haywards Heath Central PCN",3,346,356,3,"All practices",0.971910112359551
"24 months","PCV Booster","2020/21","U04748","Angmering Coppice Fitzalan (ACF) PCN",2,260,272,2,"All practices",0.955882352941177
"24 months","PCV Booster","2020/21","U06871","Burgess Hill & Villages PCN",5,525,554,5,"All practices",0.947653429602888
"24 months","PCV Booster","2020/21","U08235","Regis Healthcare PCN",9,767,827,9,"All practices",0.927448609431681
"24 months","PCV Booster","2020/21","U13952","Central Worthing Practices PCN",3,383,416,3,"All practices",0.920673076923077
"24 months","PCV Booster","2020/21","U14816","Healthy Crawley PCN",4,479,520,4,"All practices",0.921153846153846
"24 months","PCV Booster","2020/21","U21339","Arun Integrated Care (AIC) PCN",5,568,594,5,"All practices",0.956228956228956
"24 months","PCV Booster","2020/21","U24558","Chichester Alliance of Medical Practices PCN",8,745,799,8,"All practices",0.932415519399249
"24 months","PCV Booster","2020/21","U26939","Horsham Central PCN",4,532,542,4,"All practices",0.981549815498155
"24 months","PCV Booster","2020/21","U33451","South Crawley PCN",4,524,555,4,"All practices",0.944144144144144
"24 months","PCV Booster","2020/21","U33593","Rural North Chichester PCN",4,263,277,4,"All practices",0.949458483754513
"24 months","PCV Booster","2020/21","U37037","Shoreham and Southwick PCN",3,358,380,3,"All practices",0.942105263157895
"24 months","PCV Booster","2020/21","U49536","Coastal and South Downs PCN",2,239,259,3,"This PCN does not include all practices",
"24 months","PCV Booster","2020/21","U52694","Crawley Care Collaborative PCN",4,559,586,4,"All practices",0.953924914675768
"24 months","PCV Booster","2020/21","U57981","Chanctonbury PCN",4,402,426,4,"All practices",0.943661971830986
"24 months","PCV Booster","2020/21","U60757","Bognor Coastal Alliance PCN",3,271,290,3,"All practices",0.93448275862069
"24 months","PCV Booster","2020/21","U80779","East Grinstead PCN",4,382,402,4,"All practices",0.950248756218905
"24 months","PCV Booster","2020/21","U87478","Lancing and Sompting PCN",3,286,294,3,"All practices",0.972789115646258
"24 months","PCV Booster","2020/21","U96386","Horsham Collaborative PCN",4,345,357,4,"All practices",0.966386554621849
"24 months","PCV Booster","2021/22","U01092","Cissbury Integrated Care PCN",4,415,438,4,"All practices",0.947488584474886
"24 months","PCV Booster","2021/22","U03364","Haywards Heath Villages PCN",4,454,472,4,"All practices",0.961864406779661
"24 months","PCV Booster","2021/22","U04725","Haywards Heath Central PCN",3,342,355,3,"All practices",0.963380281690141
"24 months","PCV Booster","2021/22","U04748","Angmering Coppice Fitzalan (ACF) PCN",2,260,276,2,"All practices",0.942028985507246
"24 months","PCV Booster","2021/22","U06871","Burgess Hill & Villages PCN",4,483,507,5,"This PCN does not include all practices",
"24 months","PCV Booster","2021/22","U08235","Regis Healthcare PCN",9,721,786,9,"All practices",0.917302798982188
"24 months","PCV Booster","2021/22","U13952","Central Worthing Practices PCN",3,391,423,3,"All practices",0.92434988179669
"24 months","PCV Booster","2021/22","U14816","Healthy Crawley PCN",4,509,598,4,"All practices",0.851170568561873
"24 months","PCV Booster","2021/22","U21339","Arun Integrated Care (AIC) PCN",5,531,558,5,"All practices",0.951612903225806
"24 months","PCV Booster","2021/22","U24558","Chichester Alliance of Medical Practices PCN",8,713,762,8,"All practices",0.935695538057743
"24 months","PCV Booster","2021/22","U26939","Horsham Central PCN",4,484,496,4,"All practices",0.975806451612903
"24 months","PCV Booster","2021/22","U33451","South Crawley PCN",4,508,568,4,"All practices",0.894366197183099
"24 months","PCV Booster","2021/22","U33593","Rural North Chichester PCN",4,308,325,4,"All practices",0.947692307692308
"24 months","PCV Booster","2021/22","U37037","Shoreham and Southwick PCN",3,325,352,3,"All practices",0.923295454545455
"24 months","PCV Booster","2021/22","U49536","Coastal and South Downs PCN",2,236,248,3,"This PCN does not include all practices",
"24 months","PCV Booster","2021/22","U52694","Crawley Care Collaborative PCN",4,519,575,4,"All practices",0.902608695652174
"24 months","PCV Booster","2021/22","U57981","Chanctonbury PCN",4,401,420,4,"All practices",0.954761904761905
"24 months","PCV Booster","2021/22","U60757","Bognor Coastal Alliance PCN",3,241,258,3,"All practices",0.934108527131783
"24 months","PCV Booster","2021/22","U80779","East Grinstead PCN",2,379,411,4,"This PCN does not include all practices",
"24 months","PCV Booster","2021/22","U87478","Lancing and Sompting PCN",3,245,252,3,"All practices",0.972222222222222
"24 months","PCV Booster","2021/22","U96386","Horsham Collaborative PCN",4,356,370,4,"All practices",0.962162162162162
"5 years","DTaP/IPV/Hib","2019/20","U01092","Cissbury Integrated Care PCN",4,457,489,4,"All practices",0.934560327198364
"5 years","DTaP/IPV/Hib","2019/20","U03364","Haywards Heath Villages PCN",4,480,508,4,"All practices",0.94488188976378
"5 years","DTaP/IPV/Hib","2019/20","U04725","Haywards Heath Central PCN",3,383,406,3,"All practices",0.943349753694581
"5 years","DTaP/IPV/Hib","2019/20","U04748","Angmering Coppice Fitzalan (ACF) PCN",2,287,295,2,"All practices",0.972881355932203
"5 years","DTaP/IPV/Hib","2019/20","U06871","Burgess Hill & Villages PCN",5,559,589,5,"All practices",0.949066213921901
"5 years","DTaP/IPV/Hib","2019/20","U08235","Regis Healthcare PCN",9,871,914,9,"All practices",0.952954048140044
"5 years","DTaP/IPV/Hib","2019/20","U13952","Central Worthing Practices PCN",3,465,488,3,"All practices",0.952868852459016
"5 years","DTaP/IPV/Hib","2019/20","U14816","Healthy Crawley PCN",4,561,602,4,"All practices",0.931893687707641
"5 years","DTaP/IPV/Hib","2019/20","U21339","Arun Integrated Care (AIC) PCN",5,622,640,5,"All practices",0.971875
"5 years","DTaP/IPV/Hib","2019/20","U24558","Chichester Alliance of Medical Practices PCN",8,852,877,8,"All practices",0.971493728620297
"5 years","DTaP/IPV/Hib","2019/20","U26939","Horsham Central PCN",4,579,590,4,"All practices",0.98135593220339
"5 years","DTaP/IPV/Hib","2019/20","U33451","South Crawley PCN",4,576,607,4,"All practices",0.948929159802307
"5 years","DTaP/IPV/Hib","2019/20","U33593","Rural North Chichester PCN",4,328,337,4,"All practices",0.973293768545994
"5 years","DTaP/IPV/Hib","2019/20","U37037","Shoreham and Southwick PCN",3,426,448,3,"All practices",0.950892857142857
"5 years","DTaP/IPV/Hib","2019/20","U49536","Coastal and South Downs PCN",3,276,292,3,"All practices",0.945205479452055
"5 years","DTaP/IPV/Hib","2019/20","U52694","Crawley Care Collaborative PCN",4,536,575,4,"All practices",0.932173913043478
"5 years","DTaP/IPV/Hib","2019/20","U57981","Chanctonbury PCN",4,447,465,4,"All practices",0.961290322580645
"5 years","DTaP/IPV/Hib","2019/20","U60757","Bognor Coastal Alliance PCN",3,279,287,3,"All practices",0.97212543554007
"5 years","DTaP/IPV/Hib","2019/20","U80779","East Grinstead PCN",4,441,476,4,"All practices",0.926470588235294
"5 years","DTaP/IPV/Hib","2019/20","U87478","Lancing and Sompting PCN",3,269,278,3,"All practices",0.967625899280576
"5 years","DTaP/IPV/Hib","2019/20","U96386","Horsham Collaborative PCN",4,310,319,4,"All practices",0.971786833855799
"5 years","DTaP/IPV/Hib","2020/21","U01092","Cissbury Integrated Care PCN",4,440,452,4,"All practices",0.973451327433628
"5 years","DTaP/IPV/Hib","2020/21","U03364","Haywards Heath Villages PCN",4,509,522,4,"All practices",0.975095785440613
"5 years","DTaP/IPV/Hib","2020/21","U04725","Haywards Heath Central PCN",3,381,399,3,"All practices",0.954887218045113
"5 years","DTaP/IPV/Hib","2020/21","U04748","Angmering Coppice Fitzalan (ACF) PCN",2,308,319,2,"All practices",0.96551724137931
"5 years","DTaP/IPV/Hib","2020/21","U06871","Burgess Hill & Villages PCN",5,587,607,5,"All practices",0.967051070840198
"5 years","DTaP/IPV/Hib","2020/21","U08235","Regis Healthcare PCN",9,927,946,9,"All practices",0.979915433403805
"5 years","DTaP/IPV/Hib","2020/21","U13952","Central Worthing Practices PCN",3,466,483,3,"All practices",0.9648033126294
"5 years","DTaP/IPV/Hib","2020/21","U14816","Healthy Crawley PCN",4,634,659,4,"All practices",0.96206373292868
"5 years","DTaP/IPV/Hib","2020/21","U21339","Arun Integrated Care (AIC) PCN",5,663,688,5,"All practices",0.963662790697674
"5 years","DTaP/IPV/Hib","2020/21","U24558","Chichester Alliance of Medical Practices PCN",8,755,790,8,"All practices",0.955696202531646
"5 years","DTaP/IPV/Hib","2020/21","U26939","Horsham Central PCN",4,595,606,4,"All practices",0.981848184818482
"5 years","DTaP/IPV/Hib","2020/21","U33451","South Crawley PCN",4,577,601,4,"All practices",0.960066555740433
"5 years","DTaP/IPV/Hib","2020/21","U33593","Rural North Chichester PCN",4,342,352,4,"All practices",0.971590909090909
"5 years","DTaP/IPV/Hib","2020/21","U37037","Shoreham and Southwick PCN",3,461,479,3,"All practices",0.962421711899791
"5 years","DTaP/IPV/Hib","2020/21","U49536","Coastal and South Downs PCN",2,281,293,3,"This PCN does not include all practices",
"5 years","DTaP/IPV/Hib","2020/21","U52694","Crawley Care Collaborative PCN",4,589,616,4,"All practices",0.956168831168831
"5 years","DTaP/IPV/Hib","2020/21","U57981","Chanctonbury PCN",4,415,434,4,"All practices",0.956221198156682
"5 years","DTaP/IPV/Hib","2020/21","U60757","Bognor Coastal Alliance PCN",3,331,342,3,"All practices",0.967836257309942
"5 years","DTaP/IPV/Hib","2020/21","U80779","East Grinstead PCN",4,420,447,4,"All practices",0.939597315436241
"5 years","DTaP/IPV/Hib","2020/21","U87478","Lancing and Sompting PCN",3,273,279,3,"All practices",0.978494623655914
"5 years","DTaP/IPV/Hib","2020/21","U96386","Horsham Collaborative PCN",4,362,367,4,"All practices",0.986376021798365
"5 years","DTaP/IPV/Hib","2021/22","U01092","Cissbury Integrated Care PCN",4,460,484,4,"All practices",0.950413223140496
"5 years","DTaP/IPV/Hib","2021/22","U03364","Haywards Heath Villages PCN",4,483,499,4,"All practices",0.967935871743487
"5 years","DTaP/IPV/Hib","2021/22","U04725","Haywards Heath Central PCN",3,384,398,3,"All practices",0.964824120603015
"5 years","DTaP/IPV/Hib","2021/22","U04748","Angmering Coppice Fitzalan (ACF) PCN",2,314,323,2,"All practices",0.972136222910217
"5 years","DTaP/IPV/Hib","2021/22","U06871","Burgess Hill & Villages PCN",5,585,617,5,"All practices",0.948136142625608
"5 years","DTaP/IPV/Hib","2021/22","U08235","Regis Healthcare PCN",9,878,915,9,"All practices",0.959562841530055
"5 years","DTaP/IPV/Hib","2021/22","U13952","Central Worthing Practices PCN",3,412,425,3,"All practices",0.969411764705882
"5 years","DTaP/IPV/Hib","2021/22","U14816","Healthy Crawley PCN",4,608,636,4,"All practices",0.955974842767296
"5 years","DTaP/IPV/Hib","2021/22","U21339","Arun Integrated Care (AIC) PCN",5,618,639,5,"All practices",0.967136150234742
"5 years","DTaP/IPV/Hib","2021/22","U24558","Chichester Alliance of Medical Practices PCN",8,800,830,8,"All practices",0.963855421686747
"5 years","DTaP/IPV/Hib","2021/22","U26939","Horsham Central PCN",4,592,611,4,"All practices",0.968903436988543
"5 years","DTaP/IPV/Hib","2021/22","U33451","South Crawley PCN",4,550,580,4,"All practices",0.948275862068966
"5 years","DTaP/IPV/Hib","2021/22","U33593","Rural North Chichester PCN",4,283,290,4,"All practices",0.975862068965517
"5 years","DTaP/IPV/Hib","2021/22","U37037","Shoreham and Southwick PCN",2,392,405,3,"This PCN does not include all practices",
"5 years","DTaP/IPV/Hib","2021/22","U49536","Coastal and South Downs PCN",2,251,263,3,"This PCN does not include all practices",
"5 years","DTaP/IPV/Hib","2021/22","U52694","Crawley Care Collaborative PCN",4,582,614,4,"All practices",0.947882736156352
"5 years","DTaP/IPV/Hib","2021/22","U57981","Chanctonbury PCN",4,460,470,4,"All practices",0.978723404255319
"5 years","DTaP/IPV/Hib","2021/22","U60757","Bognor Coastal Alliance PCN",3,297,301,3,"All practices",0.98671096345515
"5 years","DTaP/IPV/Hib","2021/22","U80779","East Grinstead PCN",4,468,497,4,"All practices",0.941649899396378
"5 years","DTaP/IPV/Hib","2021/22","U87478","Lancing and Sompting PCN",3,286,294,3,"All practices",0.972789115646258
"5 years","DTaP/IPV/Hib","2021/22","U96386","Horsham Collaborative PCN",4,413,425,4,"All practices",0.971764705882353
"5 years","DTaPIPV","2019/20","U01092","Cissbury Integrated Care PCN",4,415,489,4,"All practices",0.848670756646216
"5 years","DTaPIPV","2019/20","U03364","Haywards Heath Villages PCN",4,452,508,4,"All practices",0.889763779527559
"5 years","DTaPIPV","2019/20","U04725","Haywards Heath Central PCN",3,369,406,3,"All practices",0.908866995073892
"5 years","DTaPIPV","2019/20","U04748","Angmering Coppice Fitzalan (ACF) PCN",2,268,295,2,"All practices",0.908474576271186
"5 years","DTaPIPV","2019/20","U06871","Burgess Hill & Villages PCN",5,529,589,5,"All practices",0.898132427843803
"5 years","DTaPIPV","2019/20","U08235","Regis Healthcare PCN",9,824,914,9,"All practices",0.901531728665208
"5 years","DTaPIPV","2019/20","U13952","Central Worthing Practices PCN",3,435,488,3,"All practices",0.891393442622951
"5 years","DTaPIPV","2019/20","U14816","Healthy Crawley PCN",4,535,602,4,"All practices",0.888704318936877
"5 years","DTaPIPV","2019/20","U21339","Arun Integrated Care (AIC) PCN",5,599,640,5,"All practices",0.9359375
"5 years","DTaPIPV","2019/20","U24558","Chichester Alliance of Medical Practices PCN",8,796,877,8,"All practices",0.907639680729761
"5 years","DTaPIPV","2019/20","U26939","Horsham Central PCN",4,562,590,4,"All practices",0.952542372881356
"5 years","DTaPIPV","2019/20","U33451","South Crawley PCN",4,529,607,4,"All practices",0.871499176276771
"5 years","DTaPIPV","2019/20","U33593","Rural North Chichester PCN",4,315,337,4,"All practices",0.934718100890208
"5 years","DTaPIPV","2019/20","U37037","Shoreham and Southwick PCN",3,402,448,3,"All practices",0.897321428571429
"5 years","DTaPIPV","2019/20","U49536","Coastal and South Downs PCN",3,250,292,3,"All practices",0.856164383561644
"5 years","DTaPIPV","2019/20","U52694","Crawley Care Collaborative PCN",4,505,575,4,"All practices",0.878260869565217
"5 years","DTaPIPV","2019/20","U57981","Chanctonbury PCN",4,428,465,4,"All practices",0.920430107526882
"5 years","DTaPIPV","2019/20","U60757","Bognor Coastal Alliance PCN",3,267,287,3,"All practices",0.930313588850174
"5 years","DTaPIPV","2019/20","U80779","East Grinstead PCN",4,424,476,4,"All practices",0.890756302521008
"5 years","DTaPIPV","2019/20","U87478","Lancing and Sompting PCN",3,259,278,3,"All practices",0.931654676258993
"5 years","DTaPIPV","2019/20","U96386","Horsham Collaborative PCN",4,292,319,4,"All practices",0.915360501567398
"5 years","DTaPIPV","2020/21","U01092","Cissbury Integrated Care PCN",4,426,452,4,"All practices",0.942477876106195
"5 years","DTaPIPV","2020/21","U03364","Haywards Heath Villages PCN",4,488,522,4,"All practices",0.934865900383142
"5 years","DTaPIPV","2020/21","U04725","Haywards Heath Central PCN",3,372,399,3,"All practices",0.932330827067669
"5 years","DTaPIPV","2020/21","U04748","Angmering Coppice Fitzalan (ACF) PCN",2,293,319,2,"All practices",0.918495297805643
"5 years","DTaPIPV","2020/21","U06871","Burgess Hill & Villages PCN",5,558,607,5,"All practices",0.919275123558485
"5 years","DTaPIPV","2020/21","U08235","Regis Healthcare PCN",9,881,946,9,"All practices",0.931289640591966
"5 years","DTaPIPV","2020/21","U13952","Central Worthing Practices PCN",3,446,483,3,"All practices",0.923395445134575
"5 years","DTaPIPV","2020/21","U14816","Healthy Crawley PCN",4,598,659,4,"All practices",0.907435508345979
"5 years","DTaPIPV","2020/21","U21339","Arun Integrated Care (AIC) PCN",5,638,688,5,"All practices",0.927325581395349
"5 years","DTaPIPV","2020/21","U24558","Chichester Alliance of Medical Practices PCN",8,701,790,8,"All practices",0.887341772151899
"5 years","DTaPIPV","2020/21","U26939","Horsham Central PCN",4,578,606,4,"All practices",0.953795379537954
"5 years","DTaPIPV","2020/21","U33451","South Crawley PCN",4,539,601,4,"All practices",0.896838602329451
"5 years","DTaPIPV","2020/21","U33593","Rural North Chichester PCN",4,327,352,4,"All practices",0.928977272727273
"5 years","DTaPIPV","2020/21","U37037","Shoreham and Southwick PCN",3,441,479,3,"All practices",0.920668058455115
"5 years","DTaPIPV","2020/21","U49536","Coastal and South Downs PCN",2,272,293,3,"This PCN does not include all practices",
"5 years","DTaPIPV","2020/21","U52694","Crawley Care Collaborative PCN",4,553,616,4,"All practices",0.897727272727273
"5 years","DTaPIPV","2020/21","U57981","Chanctonbury PCN",4,393,434,4,"All practices",0.905529953917051
"5 years","DTaPIPV","2020/21","U60757","Bognor Coastal Alliance PCN",3,317,342,3,"All practices",0.926900584795322
"5 years","DTaPIPV","2020/21","U80779","East Grinstead PCN",4,414,447,4,"All practices",0.926174496644295
"5 years","DTaPIPV","2020/21","U87478","Lancing and Sompting PCN",3,263,279,3,"All practices",0.942652329749104
"5 years","DTaPIPV","2020/21","U96386","Horsham Collaborative PCN",4,355,367,4,"All practices",0.967302452316076
"5 years","DTaPIPV","2021/22","U01092","Cissbury Integrated Care PCN",4,439,484,4,"All practices",0.90702479338843
"5 years","DTaPIPV","2021/22","U03364","Haywards Heath Villages PCN",4,468,499,4,"All practices",0.937875751503006
"5 years","DTaPIPV","2021/22","U04725","Haywards Heath Central PCN",3,366,398,3,"All practices",0.919597989949749
"5 years","DTaPIPV","2021/22","U04748","Angmering Coppice Fitzalan (ACF) PCN",2,297,323,2,"All practices",0.919504643962848
"5 years","DTaPIPV","2021/22","U06871","Burgess Hill & Villages PCN",5,561,617,5,"All practices",0.909238249594814
"5 years","DTaPIPV","2021/22","U08235","Regis Healthcare PCN",9,821,915,9,"All practices",0.897267759562842
"5 years","DTaPIPV","2021/22","U13952","Central Worthing Practices PCN",3,386,425,3,"All practices",0.908235294117647
"5 years","DTaPIPV","2021/22","U14816","Healthy Crawley PCN",4,547,636,4,"All practices",0.860062893081761
"5 years","DTaPIPV","2021/22","U21339","Arun Integrated Care (AIC) PCN",5,583,639,5,"All practices",0.912363067292645
"5 years","DTaPIPV","2021/22","U24558","Chichester Alliance of Medical Practices PCN",8,750,830,8,"All practices",0.903614457831325
"5 years","DTaPIPV","2021/22","U26939","Horsham Central PCN",4,575,611,4,"All practices",0.941080196399345
"5 years","DTaPIPV","2021/22","U33451","South Crawley PCN",4,498,580,4,"All practices",0.858620689655172
"5 years","DTaPIPV","2021/22","U33593","Rural North Chichester PCN",4,255,290,4,"All practices",0.879310344827586
"5 years","DTaPIPV","2021/22","U37037","Shoreham and Southwick PCN",2,373,405,3,"This PCN does not include all practices",
"5 years","DTaPIPV","2021/22","U49536","Coastal and South Downs PCN",2,237,263,3,"This PCN does not include all practices",
"5 years","DTaPIPV","2021/22","U52694","Crawley Care Collaborative PCN",4,556,614,4,"All practices",0.905537459283388
"5 years","DTaPIPV","2021/22","U57981","Chanctonbury PCN",4,432,470,4,"All practices",0.919148936170213
"5 years","DTaPIPV","2021/22","U60757","Bognor Coastal Alliance PCN",3,280,301,3,"All practices",0.930232558139535
"5 years","DTaPIPV","2021/22","U80779","East Grinstead PCN",4,450,497,4,"All practices",0.905432595573441
"5 years","DTaPIPV","2021/22","U87478","Lancing and Sompting PCN",3,274,294,3,"All practices",0.931972789115646
"5 years","DTaPIPV","2021/22","U96386","Horsham Collaborative PCN",4,392,425,4,"All practices",0.922352941176471
"5 years","Hib/MenC","2019/20","U01092","Cissbury Integrated Care PCN",4,446,489,4,"All practices",0.912065439672801
"5 years","Hib/MenC","2019/20","U03364","Haywards Heath Villages PCN",4,458,508,4,"All practices",0.901574803149606
"5 years","Hib/MenC","2019/20","U04725","Haywards Heath Central PCN",3,365,406,3,"All practices",0.899014778325123
"5 years","Hib/MenC","2019/20","U04748","Angmering Coppice Fitzalan (ACF) PCN",2,279,295,2,"All practices",0.945762711864407
"5 years","Hib/MenC","2019/20","U06871","Burgess Hill & Villages PCN",5,544,589,5,"All practices",0.923599320882852
"5 years","Hib/MenC","2019/20","U08235","Regis Healthcare PCN",9,866,914,9,"All practices",0.947483588621444
"5 years","Hib/MenC","2019/20","U13952","Central Worthing Practices PCN",3,458,488,3,"All practices",0.938524590163935
"5 years","Hib/MenC","2019/20","U14816","Healthy Crawley PCN",4,547,602,4,"All practices",0.908637873754153
"5 years","Hib/MenC","2019/20","U21339","Arun Integrated Care (AIC) PCN",5,603,640,5,"All practices",0.9421875
"5 years","Hib/MenC","2019/20","U24558","Chichester Alliance of Medical Practices PCN",8,833,877,8,"All practices",0.949828962371722
"5 years","Hib/MenC","2019/20","U26939","Horsham Central PCN",4,564,590,4,"All practices",0.955932203389831
"5 years","Hib/MenC","2019/20","U33451","South Crawley PCN",4,545,607,4,"All practices",0.897858319604613
"5 years","Hib/MenC","2019/20","U33593","Rural North Chichester PCN",4,318,337,4,"All practices",0.943620178041543
"5 years","Hib/MenC","2019/20","U37037","Shoreham and Southwick PCN",3,405,448,3,"All practices",0.904017857142857
"5 years","Hib/MenC","2019/20","U49536","Coastal and South Downs PCN",3,270,292,3,"All practices",0.924657534246575
"5 years","Hib/MenC","2019/20","U52694","Crawley Care Collaborative PCN",4,521,575,4,"All practices",0.906086956521739
"5 years","Hib/MenC","2019/20","U57981","Chanctonbury PCN",4,441,465,4,"All practices",0.948387096774194
